Samplesseen,F1,precision,recall
6407872,0.6387241625806711,0.5163432738637843,0.8371381066744081
6567872,0.6871832082098281,0.6208399182876309,0.7694019133917194
6727872,0.6668451025791514,0.5589175718884382,0.8264294363782416
6887872,0.658693454720833,0.5411270800994323,0.8415248657956041
7047872,0.6960296608678221,0.6153494425099363,0.8010587564014962
7175872,0.685358831832718,0.582746106400638,0.8318317504442801
