Samplesseen,F1,precision,recall
4615808,0.5805269908722918,0.4633803274076799,0.7769457886788003
4775808,0.5784659846631308,0.4761042380142772,0.7368980332930314
4935808,0.6078130417020002,0.5074383893726424,0.7576888896103106
5095808,0.5889262932630972,0.48698675262306773,0.74484191591334
5255808,0.6043466280470614,0.5127536665262128,0.7357783993165674
5383808,0.6029873553904479,0.4779972948161507,0.8164884362894059
