Samplesseen,F1
128032,0.0979814474163117
448032,0.12002440440460142
899840,0.23436933448527467
1027872,0.2792619772102947
1187872,0.3250142712230541
128032,0.09869884749475578
1379872,0.38784300155349244
1603872,0.295599946650375
1799680,0.31338013152395494
1959712,0.3366485859798766
2215712,0.47059416261292575
2439712,0.4246706768614615
2695712,0.4913587371760321
