Samplesseen,F1,precision,recall
5511840,0.6122859578942402,0.49392123706631724,0.8052610584168071
5671840,0.6287975031760481,0.5106917114862779,0.8179653341661461
5831840,0.6462899601913054,0.5643786025205432,0.7560144827435784
5991840,0.6292555068299813,0.506273775052518,0.8311562071399087
6151840,0.6638356468073745,0.5769753714634642,0.781483414691525
6279840,0.6068158352471275,0.4735350384243307,0.8445113233790339
